DEBUG super_duper: config.root_paths: ["D:/Data/Dev/Scratch/TestD3"]
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\esvalidate"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\browser\\ambient\\karma-jasmine"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\package.json"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\locutil.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-cookies\\angular-cookies.min.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\esvalidate.cmd"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\browser\\ambient\\karma-jasmine\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\express"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\angular-material.png"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\loose"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-cookies\\angular-cookies.min.js.map"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\README.md"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\browser\\ambient\\moment"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\express.cmd"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\angular.png"
TRACE super_duper::file_proc::scan: SYMLINK_OR_EMPTY "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\loose\\acorn_loose.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-cookies\\bower.json"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\extract-zip"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\browser\\ambient\\moment\\index.d.ts"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\browsersync.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\loose\\expression.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-cookies\\index.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\extract-zip.cmd"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\browser\\ambient\\moment-node"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\loose\\index.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\gulp.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-cookies\\package.json"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\foxy"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\browser\\ambient\\moment-node\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\loose\\parseutil.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\jasmine.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-cookies\\README.md"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test\\asd"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\foxy.cmd"
TRACE super_duper::file_proc::scan: SYMLINK_OR_EMPTY "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test\\asd\\New Text Document.txt"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\loose\\state.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\karma.png"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\browser.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\gulp"
TRACE super_duper::file_proc::scan: SYMLINK_OR_EMPTY "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test\\blank file.txt"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\loose\\statement.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\node-sass.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\.bower.json"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\gulp.cmd"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test\\New folder"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\loose\\tokenize.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\protractor.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\.gitignore"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\handlebars"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test\\New folder\\hidden.txt"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\lval.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\typescript.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\angular-material-mocks.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\handlebars.cmd"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\node.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test\\New folder\\hidden_readonly.txt"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\assets\\images\\yeoman.png"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\angular-material.css"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\har-validator"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\options.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test\\New folder\\readonly.txt"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\favicon.ico"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\angular-material.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-animate"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\har-validator.cmd"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\parseutil.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test\\New folder\\somefile.txt"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\src\\index.html"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\angular-material.min.css"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-animate\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\html-minifier"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\state.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\attributes_test.zip"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\after"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\angular-material.min.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-cookies"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\html-minifier.cmd"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\statement.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\fast.zip"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\after\\.npmignore"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\angular-material.scss"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-cookies\\index.d.ts"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-material"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\tokencontext.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\fastest.zip"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\after\\.travis.yml"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\bower.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\CHANGELOG.md"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-material\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\tokenize.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\linux_arc.zip"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\after\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\indent-string"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\core"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-mocks"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\tokentype.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\maximum.zip"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\after\\LICENCE"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\indent-string.cmd"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\core\\services"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-mocks\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\util.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\normal.zip"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\after\\package.json"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\istanbul"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-resource"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\core\\services\\layout"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\walk"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\store.zip"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\after\\README.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\istanbul.cmd"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-resource\\index.d.ts"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-sanitize"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\walk\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\assets\\ultra.zip"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\after\\test"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\core\\services\\layout\\ie_fixes.css"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\jasmine"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\acorn\\src\\whitespace.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-sanitize\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\test\\index.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\after\\test\\after-test.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\core\\services\\layout\\ie_fixes.min.css"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\jasmine.cmd"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\agent-base"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\util"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-ui-router"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\align-text"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\demos"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\js-yaml"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\agent-base\\.npmignore"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\util\\constants.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\angular-ui-router\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\align-text\\index.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\demos\\bottomSheet"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\js-yaml.cmd"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\agent-base\\.travis.yml"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\util\\errors.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\jasmine"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\align-text\\LICENSE"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\demos\\bottomSheet\\demoBasicUsage"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\json5"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\agent-base\\agent.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\util\\fattr.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\jasmine\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\align-text\\package.json"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\demos\\bottomSheet\\demoBasicUsage\\img"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\json5.cmd"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\agent-base\\History.md"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\util\\index.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\jquery"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\align-text\\README.md"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\demos\\bottomSheet\\demoBasicUsage\\img\\icons"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\karma"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\agent-base\\node_modules"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\util\\utils.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\alphanum-sort"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\jquery\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\demos\\bottomSheet\\demoBasicUsage\\img\\icons\\copy.svg"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\karma.cmd"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\agent-base\\node_modules\\.bin"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\zipEntry.js"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\node_modules\\alphanum-sort\\lib"
TRACE super_duper::file_proc::scan: [DIRECTORY] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\karma-jasmine"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\demos\\bottomSheet\\demoBasicUsage\\img\\icons\\copy2.svg"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\lt"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\agent-base\\node_modules\\.bin\\semver"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\adm-zip\\zipFile.js"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\alphanum-sort\\lib\\compare.js"
TRACE super_duper::file_proc::scan: [ADDING_TO_MAP] "D:/Data/Dev/Scratch/TestD3\\typings\\main\\ambient\\karma-jasmine\\index.d.ts"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\bower_components\\angular-material\\demos\\bottomSheet\\demoBasicUsage\\img\\icons\\facebook.svg"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\.bin\\lt.cmd"
TRACE super_duper::file_proc::scan: [GLOBBED_OUT] "D:/Data/Dev/Scratch/TestD3\\node_modules\\agent-base\\node_modules\\.bin\\semver.cmd"
