id,canonical_name,name,file_size,parent_id,part_type
116,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\A\AB56\AB562C49-E584-43FF-9FA3-3F4EA2ADF0BE-d50c20c1ab90a58022c1cbeae3328d75.lrprev,AB562C49-E584-43FF-9FA3-3F4EA2ADF0BE-d50c20c1ab90a58022c1cbeae3328d75.lrprev,2315472,115,2
998,D:\Data\Dev\GoldCoast\GCA\gca-app-web.bak\bower_components\angular-material\modules,modules,782,997,1
1164,D:\Data\Temp\src\Applications\G2.Tivo\Reference\mindrpc,mindrpc,290,468,1
201,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup,Beetlejuice Backup,10081531,200,1
428,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\1\18F2\18F2B48F-DA8F-4D0C-BFF6-4D4230409A8D-676a68e9f84fa584f203c2c045bb373d.lrprev,18F2B48F-DA8F-4D0C-BFF6-4D4230409A8D-676a68e9f84fa584f203c2c045bb373d.lrprev,8484192,427,2
1831,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\2\2A68,2A68,422304,1345,1
1788,D:\Data\Dev\Archive\GWG\GWG.Tivo\Backup\VS10\.hg\store\data\_g_w_g._tivo._data\_model\_tivo_model.cs.i,_tivo_model.cs.i,273,1787,2
680,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\bak.7-1-2017\cirrusCT.com\src\portfolio-single-gallery-fullwidth-left-sidebar.html,portfolio-single-gallery-fullwidth-left-sidebar.html,66612,679,2
849,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\8\8E5A\8E5A2F72-C7C4-4ACE-8335-3B54F8A0484E-07cc63f155500a902b21fef7be6585b5.lrprev,8E5A2F72-C7C4-4ACE-8335-3B54F8A0484E-07cc63f155500a902b21fef7be6585b5.lrprev,14848,848,2
230,D:\Music\Karaoke\Clean\Misc\Random Collection\Alan Parsons Project - Don't Answer Me.cdg,Alan Parsons Project - Don't Answer Me.cdg,2015904,62,2
237,D:\Data\Temp\adt-bundle-windows-x86_64-20131030\adt-bundle-windows-x86_64-20131030\sdk\extras\android,android,1449,236,1
1510,"D:\Music\Karaoke\Originals\Misc\my karaoke collection part 8 (HIJK)\Knight, Jean - Mr. Big Stuff.cdg","Knight, Jean - Mr. Big Stuff.cdg",1307040,1509,2
1252,D:\Music\Karaoke\Originals\Ripped\Supercore\SPC29\SPC29-19 - Sylia - Nobody.cdg,SPC29-19 - Sylia - Nobody.cdg,1528032,1251,2
233,D:\Data\Temp\adt-bundle-windows-x86_64-20131030,adt-bundle-windows-x86_64-20131030,6079,232,1
1534,D:\Data\Dev\External\taglib-sharp-2.1.0.0-windows\taglib-sharp-2.1.0.0-windows\src\TagLib,TagLib,11521,1533,1
934,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\From Fester\Digital Pictures,Digital Pictures,5716223,624,1
1848,D:\Data\Dev\Scratch\Archive\MusicStore-1.0.0-beta4\src\MusicStore.Spa\ng-apps,ng-apps,1098,1847,1
1511,D:\Archive\Archive From Hulk\Dev\Dev\Samples\AlbumArtAggregator,AlbumArtAggregator,1308,1061,1
351,D:\Data\Dev\Archive\ckgentry.com\drupal-7.0-alpha6.1\includes\file.inc,file.inc,72133,350,2
1512,D:\Archive\Archive From Hulk\Dev\Dev\Samples\AlbumArtAggregator\MediaArtAggregator.SearchProvider,MediaArtAggregator.SearchProvider,1308,1511,1
1208,D:\Archive\Archive From Hulk\Users\Gary\Avanade\Projects\InteropDemo\POC\dotNet\RailInc.POC.Web,RailInc.POC.Web,105995,1207,1
1395,D:\Archive\Archive From Hulk\Media\Digital Pictures\June 2005 Original Structure\Victory Lakes Construction\DSC06814.JPG,DSC06814.JPG,2100715,1394,2
1827,E:\Music\Manu Chao\Clandestino (Rip)\06 Lagrimas De Oro.flac,06 Lagrimas De Oro.flac,19174607,1826,2
636,D:\Music\Karaoke\Originals\Pearl Jam\Misc\1e0b2b87-5495-4b5d-b826-5aef745fa48a.MP3,1e0b2b87-5495-4b5d-b826-5aef745fa48a.MP3,5638187,635,2
845,D:\Data\Dev\Archive\GCA\Delete\7-19-2016\gca-ctms-app-web.beforeDev\wwwroot\app\core\components\exports.ts,exports.ts,418,844,2
583,D:\Archive\Archive From Hulk\Media\Digital Pictures\Old Structure (Restored from Hulk 2008 Drive Crash),Old Structure (Restored from Hulk 2008 Drive Crash),35746372,582,1
1243,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct.bak\.archive\mr-scratch.bak\packages\security\README.md,README.md,12,1242,2
1557,D:\Archive\Archive From Hulk\Dev\Samples\vbAccelerator\TOMDemo\vbalrall,vbalrall,330,1556,1
502,D:\Data\Dev\Archive\ckgentry.com\drupal-7.0-alpha6.1\sites\all,all,3795,501,1
475,D:\Data\Temp\src\Applications\G2.Tivo\Reference\Streambaby\main\src,src,316,474,1
1320,E:\gnet-share\stable-diffusion\stable-diffusion-webui\venv\Lib\site-packages\fontTools\misc,misc,5785,1319,1
1561,D:\Archive\Archive From Hulk\Dev\Dev\GWG\GWG.Windows.Forms.Controls\GWG.Windows.Forms.Controls\XCool,XCool,1089,1560,1
316,E:\Temp\sd.webui\system\python\Lib\site-packages\networkx,networkx,58253,95,1
895,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Sample2\wp-content\themes\avada\Avada\includes\lib\inc\redux\framework\FusionReduxCore\assets,assets,12370,894,1
1265,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\9\912E,912E,829552,652,1
78,D:\Archive\Archive From Hulk\CAM\Old Server CAM Dir\2 - Product Management\IDS_WE_730_nt\Wrkgtnt\IDS\ids\cdrom,cdrom,10705,77,1
236,D:\Data\Temp\adt-bundle-windows-x86_64-20131030\adt-bundle-windows-x86_64-20131030\sdk\extras,extras,1449,235,1
1653,D:\Archive\Archive From Hulk\Dev\dotNet\Samples\Nile2\Nile2.0\Nile 2.0 IBM WebSphere 3.5\nilejsp\web\readme.txt,readme.txt,137,1652,2
582,D:\Archive\Archive From Hulk\Media\Digital Pictures,Digital Pictures,57433834,581,1
626,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\From Fester\Users\Gary,Gary,432,625,1
840,D:\Data\Dev\Archive\GCA\Delete\7-19-2016\gca-ctms-app-web.beforeDev,gca-ctms-app-web.beforeDev,418,703,1
653,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\9\90DF,90DF,1849728,652,1
195,D:\Data\Dev\GoldCoast\Archive\TrialTracker\GCA.TrialTracker.Web.App\GCA.TrialTracker.Web.App\bower_components\angular-material\modules\closure\content,content,429,194,1
1482,D:\Data\Dev\Archive\GWG\GWG.PictureFiler\GWG.PictureFiler.Console\bin\Debug\PictureFilerC.exe,PictureFilerC.exe,5120,1481,2
459,D:\Data\Dev\G2\Applications\G2.Tivo\Reference\Streambaby\main\src\mp4\util\atom,atom,316,458,1
541,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\6\60D1,60D1,6976,540,1
1073,D:\Data\Dev\Samples\ArticleThreeSource\Backup\Testing.Core,Testing.Core,2160,1072,1
1738,D:\Data\Dev\Archive\GWG\GWG.Net\GWG.Net.Tcp\GWG.Net.Tcp.Windows.Server\obj\x86,x86,436,1737,1
1485,D:\Data\Dev\Archive\GWG\GWG.PictureFiler\GWG.PictureFiler.Console\obj\Debug\PictureFilerC.exe,PictureFilerC.exe,5120,1484,2
1095,D:\Archive\ckgentry.org\ckgentry.org\drupal,drupal,896,353,1
1433,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\bak.7-1-2017\cirrusCT.com\reference\themeforest-9228123-canvas-the-multipurpose-html5-template\Package-HTML\HTML\include\rs-plugin\demos\assets,assets,554,1432,1
841,D:\Data\Dev\Archive\GCA\Delete\7-19-2016\gca-ctms-app-web.beforeDev\wwwroot,wwwroot,418,840,1
1006,D:\Data\Dev\GoldCoast\Reference\fuse-dev\bower_components\angular-material\modules,modules,782,1005,1
1716,D:\Pictures\Originals\Image Files\GentryDigitalCamera\2009\01 (Jan) 2009\634.JPG,634.JPG,802043,1715,2
837,D:\Data\Dev\Archive\GCA\Delete\7-19-2016\gca-ctms-app-web.bak\wwwroot\app\core,core,418,836,1
923,D:\Archive\Archive From Hulk\Media\Digital Pictures\June 2005 Original Structure\Hunter\Web\06-07-2003,06-07-2003,2042,922,1
1248,D:\Music\Karaoke\Clean\Ripped Discs\SPC29\SPC29-19 - Sylia - Nobody.cdg,SPC29-19 - Sylia - Nobody.cdg,1528032,1247,2
238,D:\Data\Temp\adt-bundle-windows-x86_64-20131030\adt-bundle-windows-x86_64-20131030\sdk\extras\android\support,support,1449,237,1
1697,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\8\8722\87227191-FF05-459B-9783-D508FE3F3DEA-72194645549e7ceec3e7b7c600bba199.lrprev,87227191-FF05-459B-9783-D508FE3F3DEA-72194645549e7ceec3e7b7c600bba199.lrprev,2582768,1696,2
885,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Sample2\wp-content,wp-content,12370,884,1
1565,D:\Data\Dev\Archive\GWG\Archive1\GWG.Windows.Forms\GCool\XCoolClientPanel.Designer.cs,XCoolClientPanel.Designer.cs,1089,1564,2
579,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Smart Previews.lrdata\5\5F30,5F30,718962,578,1
446,D:\Data\Dev\Archive\GWG\GWG.Tivo\3PReference\Streambaby\streambaby\main\src\mp4\util\atom\moov\udta\meta,meta,316,445,1
391,D:\Music\Music\Originals,Originals,133159440,390,1
1276,D:\Data\Dev\Scratch\testReact-Fullstack\build\public\robots.txt,robots.txt,78,1275,2
1447,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\1\1144,1144,21140448,429,1
100,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\F,F,16560416,18,1
338,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct.bak\.archive\common\packages\relational-schema\dist\schema\index.d.ts,index.d.ts,287,337,2
654,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\9\90DF\90DF4626-2262-416F-A7C7-3354BE776B81-5e5964d7f700ef3191fb9e2df6b0dd7c.lrprev,90DF4626-2262-416F-A7C7-3354BE776B81-5e5964d7f700ef3191fb9e2df6b0dd7c.lrprev,1849728,653,2
1499,D:\Archive\Archive From Hulk\Media\Digital Pictures\Old Structure (Restored from Hulk 2008 Drive Crash)\Originals\Files\2006-12 (Dec),2006-12 (Dec),1761746,585,1
1251,D:\Music\Karaoke\Originals\Ripped\Supercore\SPC29,SPC29,1528032,1250,1
1780,D:\Pictures\.hg\store\data\_g_w_g._tivo._library,_g_w_g._tivo._library,273,802,1
1457,D:\Archive\Archive From Hulk\Dev\Samples\Book Code\Samples\SubClass\SystemMenu,SystemMenu,1427,1456,1
101,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\F\FC13,FC13,3439312,100,1
103,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\F,F,16560416,22,1
1168,D:\Video\Home Video\VideoCapture\2002,2002,1079764728,1167,1
1722,D:\Data\Dev\Archive\G2.Tivo\Scratch\Net2,Net2,436,1721,1
713,D:\Data\Dev\Archive\GCA\Delete\7-19-2016\CTMS.bak\gca-ctms-server\src\GCA\GCA.Debug.Web\bower_components\angular-datatables\dist\plugins\fixedcolumns,fixedcolumns,1955,712,1
811,D:\Data\Dev\G2\Applications\G2.Tivo\src\.hg.bak\store\data\_g_w_g._tivo\_g_w_g._tivo._server\_modules,_modules,516,810,1
1157,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\bak.7-1-2017\cirrusCT.com\src\include\rs-plugin\demos\whiteboard,whiteboard,14495,1156,1
865,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Production\wp-content\themes\avada\Avada\includes\lib\inc\redux\framework\FusionReduxCore\assets\css\vendor,vendor,12370,864,1
1844,D:\Data\Dev\Scratch\Archive,Archive,2196,551,1
1283,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\8\8ABA\8ABAE727-59FD-4388-A503-FB1045E3A8DF-d50c20c1ab90a58022c1cbeae3328d75.lrprev,8ABAE727-59FD-4388-A503-FB1045E3A8DF-d50c20c1ab90a58022c1cbeae3328d75.lrprev,4467360,1282,2
1733,D:\Data\Dev\Archive\G2.Tivo\src\Support\G2.Net.Windows.Server\obj\x86\Debug\GenerateResource.write.1.tlog,GenerateResource.write.1.tlog,436,1732,2
1218,D:\Archive\Archive From Hulk\Users\Gary\Avanade\Projects\RailInc\RailInc\POC\RailInc.POC.Web\images,images,105995,1217,1
77,D:\Archive\Archive From Hulk\CAM\Old Server CAM Dir\2 - Product Management\IDS_WE_730_nt\Wrkgtnt\IDS\ids,ids,10705,76,1
1077,D:\Data\Dev\Samples\ArticleThreeSource\Testing.Core\XPButtonCase,XPButtonCase,2160,1076,1
1617,D:\Music\Originals\The Allman Brothers Band,The Allman Brothers Band,48130474,404,1
438,D:\Data\Dev\Archive\GWG\GWG.Tivo\3PReference\Streambaby\streambaby\.svn\pristine\ec\eca1812bb61131f81d60b6c196df187b086e1078.svn-base,eca1812bb61131f81d60b6c196df187b086e1078.svn-base,316,437,2
46,D:\Archive\Archive From Hulk\Users\Gary\tmp\30_6.jpg,30_6.jpg,78735,45,2
126,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\8\859B\859B02C4-73E2-41F5-9997-DCE47FAEE6D8-05daea287739b47c27cea4102e72ecd9.lrprev,859B02C4-73E2-41F5-9997-DCE47FAEE6D8-05daea287739b47c27cea4102e72ecd9.lrprev,15328,125,2
1687,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\Temp\vs.net 2003 setup\Program Files\Microsoft Visual Studio .NET 2003\SDK\v1.1\QuickStart\winforms\samples,samples,20588,1686,1
1699,D:\Data\Leesa Laptop Backup 8-2018\pictures\2013-10\IMG_0022 (1).JPG,IMG_0022 (1).JPG,103304,1698,2
240,D:\Data\Temp\adt-bundle-windows-x86_64-20131030\adt-bundle-windows-x86_64-20131030\sdk\extras\android\support\v7\mediarouter,mediarouter,1449,239,1
958,D:\Data\Leesa Surface Backup 3-7-2017\Pictures\2015-10\IMG_0501.JPG,IMG_0501.JPG,1578414,956,2
1007,D:\Data\Dev\GoldCoast\Reference\fuse-dev\bower_components\angular-material\modules\closure,closure,782,1006,1
1455,D:\Archive\Archive From Hulk\Dev\AvanadeDemo\3P\PowerVB\PowerVB\Samples\SubClass\SystemMenu\SystemMenu.vbp,SystemMenu.vbp,1427,1454,2
890,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Sample2\wp-content\themes\avada\Avada\includes\lib,lib,12370,889,1
891,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Sample2\wp-content\themes\avada\Avada\includes\lib\inc,inc,12370,890,1
1392,D:\Pictures\Originals\Image Files\GentryDigitalCamera\2004\01 (Jan 2004),01 (Jan 2004),2100715,1391,1
181,D:\Data\Dev\Archive\G2.Tivo\src\.hg\store\data,data,2391,180,1
1379,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\8\8EAB,8EAB,9264,124,1
1261,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\F\F88E,F88E,4206208,103,1
1881,E:\Temp\sd.webui\system\python\Lib\site-packages\torch\include\ATen\ops\special_hermite_polynomial_he_meta.h,special_hermite_polynomial_he_meta.h,655,420,2
1495,D:\Archive\Archive From Hulk\Media\Digital Pictures\Old Structure (Restored from Hulk 2008 Drive Crash)\Published\Originals\2003-12 (Dec)\DSC04944a.JPG,DSC04944a.JPG,1577575,1389,2
1717,D:\Archive\Archive From Hulk\Old Machines\Kitchen PC Dec 2009,Kitchen PC Dec 2009,802043,200,1
821,D:\Data\Dev\Archive\GWG\GWG.Tivo\Backup\VS10\.hg,.hg,1819,820,1
1614,E:\Music\The Allman Brothers Band,The Allman Brothers Band,48130474,400,1
431,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\1\18F2\18F2B48F-DA8F-4D0C-BFF6-4D4230409A8D-676a68e9f84fa584f203c2c045bb373d.lrprev,18F2B48F-DA8F-4D0C-BFF6-4D4230409A8D-676a68e9f84fa584f203c2c045bb373d.lrprev,8484192,430,2
945,D:\Data\Leesa Laptop Backup 8-2018\pictures,pictures,3363436,944,1
1603,D:\Archive\ckgentry.org\ckgentry.org\ged\places\NLD,NLD,977,1602,1
688,E:\gnet-share\stable-diffusion\stable-diffusion-webui\venv\Lib\site-packages\matplotlib\tests,tests,2764,687,1
756,D:\Video,Video,1509319757,9,1
623,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\4\448E\448E310C-0EDB-4680-A02D-E6DD307B467D-07cc63f155500a902b21fef7be6585b5.lrprev,448E310C-0EDB-4680-A02D-E6DD307B467D-07cc63f155500a902b21fef7be6585b5.lrprev,7136,622,2
1178,D:\Archive\Archive From Hulk\Media\Digital Pictures\Old Structure (Restored from Hulk 2008 Drive Crash)\Published\Originals\2003-10 (Oct)\DSC03951a.JPG,DSC03951a.JPG,1928775,1177,2
692,E:\Temp\sd.webui\system\python\Lib\site-packages\matplotlib\tests\test_dviread.py,test_dviread.py,2764,691,2
67,D:\Music\Karaoke\Originals\Misc\my karaoke collection part 2 (A)\Alanis Morrisette - Hand In My Pocket.cdg,Alanis Morrisette - Hand In My Pocket.cdg,1565376,66,2
722,D:\Data\Dev\GoldCoast\Archive\3-4-2016\Bak.tmp\gca-ctms-app-web\bower_components\angular-datatables\dist\plugins\fixedcolumns,fixedcolumns,1955,721,1
1796,D:\Data\Dev\Archive\GWG\GWG.Tivo\REORG\FromHG\.hg\store\data\_g_w_g._tivo._library\_data,_data,273,1795,1
1079,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\0\0A66,0A66,1976720,52,1
1369,D:\Data\Gary\Avanade\Mid-Atlantic AG\FY13\Tmp.docx,Tmp.docx,13373,1368,2
1797,D:\Data\Dev\Archive\GWG\GWG.Tivo\REORG\FromHG\.hg\store\data\_g_w_g._tivo._library\_data\_tivo_model.cs.i,_tivo_model.cs.i,273,1796,2
1759,D:\Data\Temp\src\Applications\G2.Tivo\Scratch\Net2\GWG.Net.Tcp.Windows.Server,GWG.Net.Tcp.Windows.Server,436,1758,1
1468,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\A\AB60,AB60,7856,114,1
871,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Sample1\wp-content\themes\avada,avada,12370,870,1
1292,D:\Data\Dev\Archive\GWG\GWG.Tivo\Source\.hg\store\data\_g_w_g._tivo\_g_w_g._tivo._windows_service,_g_w_g._tivo._windows_service,757,283,1
1471,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\8\841A\841A419B-9552-4455-9E0B-8198395B45E8-754e6bbf607b85b2b33363fef0fed17f.lrprev,841A419B-9552-4455-9E0B-8198395B45E8-754e6bbf607b85b2b33363fef0fed17f.lrprev,2829440,1470,2
628,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\From Fester\Users\Gary\DomainProfile\Recent,Recent,432,627,1
1216,D:\Archive\Archive From Hulk\Users\Gary\Avanade\Projects\RailInc\RailInc\POC,POC,211990,1215,1
726,D:\Data\Dev\GoldCoast\Archive\3-4-2016\Bak.tmp\gca-ctms-server\src\GCA,GCA,2098,725,1
743,D:\Data\Gary\Avanade,Avanade,706197,742,1
85,E:\gnet-share\stable-diffusion\stable-diffusion-webui\venv\Lib\site-packages,site-packages,124885,84,1
686,D:\Archive\Archive From Hulk\CAM\TOTH\CAM\POSIn\CF032199.PRN,CF032199.PRN,51456,685,2
542,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\6\60D1\60D11534-76BC-45BC-B386-5F07A57D78B7-07cc63f155500a902b21fef7be6585b5.lrprev,60D11534-76BC-45BC-B386-5F07A57D78B7-07cc63f155500a902b21fef7be6585b5.lrprev,6976,541,2
839,D:\Data\Dev\Archive\GCA\Delete\7-19-2016\gca-ctms-app-web.bak\wwwroot\app\core\components\exports.ts,exports.ts,418,838,2
3,E:\Backup from old 4TB Drive\LR Backup 7-27-2015,LR Backup 7-27-2015,172141364,2,1
28,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\3\331C\331C7E19-5EB9-4437-8233-35B49542B884-3b8c8abdf590866313ed1fb62129c904.lrprev,331C7E19-5EB9-4437-8233-35B49542B884-3b8c8abdf590866313ed1fb62129c904.lrprev,13968,27,2
430,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\1\18F2,18F2,8484192,429,1
1017,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct\mr\packages\config\dist,dist,3429,1016,1
1200,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\Dev\RailInc\POC\RailInc.POC.Web\images,images,105995,1199,1
1280,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\8\8ABA,8ABA,4467360,121,1
512,D:\Archive\ckgentry.org\ckgentry.org\drupal-7.0-alpha6\sites\all\libraries\htmlpurifier,htmlpurifier,173,511,1
668,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\A\A5F4\A5F420EF-D0F7-4E17-97F6-305407269A0B-382948c2c17924382e28df30abcce496.lrprev,A5F420EF-D0F7-4E17-97F6-305407269A0B-382948c2c17924382e28df30abcce496.lrprev,371904,667,2
600,D:\Data\Dev\Archive\ckgentry.com\drupal-7.0-alpha6.1\sites\all\themes\zen,zen,1220,596,1
862,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\cirrusclinical.com\wp\Production\wp-content\themes\avada\Avada\includes\lib\inc\redux\framework\FusionReduxCore,FusionReduxCore,12370,861,1
585,D:\Archive\Archive From Hulk\Media\Digital Pictures\Old Structure (Restored from Hulk 2008 Drive Crash)\Originals\Files,Files,20294569,584,1
1546,D:\Data\Temp\src\Applications\G2.Karaoke\External\taglib-sharp-2.1.0.0-windows\taglib-sharp-2.1.0.0-windows,taglib-sharp-2.1.0.0-windows,11521,1545,1
149,D:\Data\Dev\GoldCoast\Archive\GCA.bak\CTMS\Archive\Client.bak\GCA.CTMS.Web.App\bower_components\angular-material,angular-material,858,148,1
1338,D:\Archive\Archive From Hulk\Avanade\Avanade.6\Nationwide\Startup Materials\Project Background 2\Tech Intro.zip,Tech Intro.zip,600231,1337,2
1583,D:\Archive\Archive From Hulk\Old Machines\Beetlejuice Backup\Save\Old Drive\From Fester\Digital Pictures\Hunter\Favorites,Favorites,1875021,935,1
352,D:\Archive\ckgentry.org,ckgentry.org,267334,41,1
1290,D:\Data\Dev\Archive\GWG\GWG.Tivo\REORG\FromHG\.hg\store\data\_g_w_g._tivo\_g_w_g._tivo._windows_service,_g_w_g._tivo._windows_service,757,275,1
1306,D:\Data\_MOVE TO ARCHIVE\Gary\Avanade\BD\Fed\JMPS,JMPS,658385,1305,1
1669,D:\Archive\Archive From Hulk\Dev\Dev\3PComponents,3PComponents,2146,1060,1
1022,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\@cirrusct\mr.bak\packages\config,config,3429,1021,1
15,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Smart Previews.lrdata\F,F,2176640,14,1
694,D:\Data\Setups\DevSoftware\dotNet SSCLI\sscli20020326,sscli20020326,9736,693,1
553,D:\Data\Dev\Scratch\md Datatables 3P\mdDataTable-master (iamisti),mdDataTable-master (iamisti),36416,552,1
590,D:\Archive\Archive From Hulk\Media\Digital Pictures\Old Structure (Restored from Hulk 2008 Drive Crash)\Published\Originals\2005-05 (May),2005-05 (May),2339385,589,1
670,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018,7-4-2018,186201,669,1
1427,D:\Music\Karaoke\Originals\Misc\my karaoke collection part 12 (UVWXYZ)\U2 - Discotheque.mp3,U2 - Discotheque.mp3,5183948,1426,2
284,D:\Data\Dev\Archive\GWG\GWG.Tivo\Source\.hg\store\data\_g_w_g._tivo\_support,_support,572,283,1
666,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\A\A5F4\A5F420EF-D0F7-4E17-97F6-305407269A0B-382948c2c17924382e28df30abcce496.lrprev,A5F420EF-D0F7-4E17-97F6-305407269A0B-382948c2c17924382e28df30abcce496.lrprev,371904,665,2
789,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Smart Previews.lrdata\E\EFC9\EFC99913-FFFF-44F4-A505-65B5DA1595EC.dng,EFC99913-FFFF-44F4-A505-65B5DA1595EC.dng,1063954,788,2
1760,D:\Data\Temp\src\Applications\G2.Tivo\Scratch\Net2\GWG.Net.Tcp.Windows.Server\obj,obj,436,1759,1
1383,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\7\7F73,7F73,2885280,227,1
1816,D:\Data\Dev\G2\Applications\G2.Tivo\src\.hg.bak\store\data\_g_w_g._tivo._data,_g_w_g._tivo._data,273,307,1
1264,E:\Backup from old 4TB Drive\Backblaze Restore C was on H\Backblaze Restore (C Drive)\C\dev\archive\7-4-2018\bak\bak.7-1-2017\cirrusCT.com\src\include\rs-plugin\demos\whiteboard\assets\busy-icons-svg\calendar3.svg,calendar3.svg,9301,1159,2
1347,E:\Backup from old 4TB Drive\LR Backup 7-27-2015\Gentry\Gentry Previews.lrdata\2\2352\2352E4AB-D614-4C3E-A30C-C3686064CE6A-07cc63f155500a902b21fef7be6585b5.lrprev,2352E4AB-D614-4C3E-A30C-C3686064CE6A-07cc63f155500a902b21fef7be6585b5.lrprev,13424,1346,2
1698,D:\Data\Leesa Laptop Backup 8-2018\pictures\2013-10,2013-10,206608,945,1
656,D:\Pictures\Originals\LR Catalog\Gentry\Gentry-v10 Previews.lrdata\9\90DF,90DF,1849728,655,1
1530,D:\Data\Dev\External,External,11521,140,1
1408,D:\Archive\ckgentry.org\ckgentry.org\drupal-7.0-alpha6\sites\all\libraries\ckeditor\_source,_source,896,1407,1
